env,family,metric,label_a,label_b,mean_a,mean_b,diff,t_stat,p_seed_level,n_seeds,significant_hb_seed_level
Tiger,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=20 uniform,0.8966666666666666,0.9266666666666667,-0.030000000000000138,-1.3568010505999435,0.30263674785527356,3,False
Tiger,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=20 uniform,-3.0999999999999996,-0.13999999999999999,-2.9599999999999995,-1.2411219667424758,0.3341963224600882,3,False
Tiger,vs MCTS-EFE default,success,MCTS-EFE c=110 (default),POMCP c=50 uniform,0.9700000000000001,0.94,0.030000000000000138,1.963961012123942,0.12244842830578555,3,False
Tiger,vs MCTS-EFE default,reward,MCTS-EFE c=110 (default),POMCP c=50 uniform,2.93,0.7666666666666667,2.1633333333333336,1.3450235578212635,0.25572396353121557,3,False
Tiger,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=50 uniform,0.8966666666666666,0.94,-0.043333333333333335,-1.752919642404431,0.17682361655219314,3,False
Tiger,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=50 uniform,-3.0999999999999996,0.7666666666666667,-3.8666666666666663,-1.440877060326888,0.24205182831546448,3,False
Tiger,vs MCTS-EFE default,success,MCTS-EFE c=110 (default),POMCP c=110 uniform,0.9700000000000001,0.9066666666666667,0.06333333333333335,6.0083275543199175,0.016248529645775205,3,False
Tiger,vs MCTS-EFE default,reward,MCTS-EFE c=110 (default),POMCP c=110 uniform,2.93,-2.0566666666666666,4.986666666666666,4.818291565478214,0.021434349733497133,3,False
Tiger,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=110 uniform,0.8966666666666666,0.9066666666666667,-0.01000000000000012,-0.45226701686665116,0.6936501092132935,3,False
Tiger,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=110 uniform,-3.0999999999999996,-2.0566666666666666,-1.043333333333333,-0.4375568702419918,0.7022736274539407,3,False
Tiger,vs MCTS-EFE default,success,MCTS-EFE c=110 (default),POMCP c=5 info-gain,0.9700000000000001,0.8966666666666666,0.07333333333333347,3.0508510792387673,0.06052336433705572,3,False
Tiger,vs MCTS-EFE default,reward,MCTS-EFE c=110 (default),POMCP c=5 info-gain,2.93,-3.0999999999999996,6.029999999999999,2.378943490355651,0.1095418827753551,3,False
Tiger,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=5 info-gain,0.8966666666666666,0.8966666666666666,0.0,0.0,1.0,3,False
Tiger,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=5 info-gain,-3.0999999999999996,-3.0999999999999996,0.0,0.0,1.0,3,False
Tiger,vs MCTS-EFE default,success,MCTS-EFE c=110 (default),POMCP c=110 info-gain,0.9700000000000001,0.9066666666666667,0.06333333333333335,6.0083275543199175,0.016248529645775205,3,False
Tiger,vs MCTS-EFE default,reward,MCTS-EFE c=110 (default),POMCP c=110 info-gain,2.93,-2.0566666666666666,4.986666666666666,4.818291565478214,0.021434349733497133,3,False
Tiger,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=110 info-gain,0.8966666666666666,0.9066666666666667,-0.01000000000000012,-0.45226701686665116,0.6936501092132935,3,False
Tiger,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=110 info-gain,-3.0999999999999996,-2.0566666666666666,-1.043333333333333,-0.4375568702419918,0.7022736274539407,3,False
Tiger,vs MCTS-EFE default,success,MCTS-EFE c=110 (default),MCTS-EFE c=5,0.9700000000000001,0.9700000000000001,0.0,0.0,1.0,3,False
Tiger,vs MCTS-EFE default,reward,MCTS-EFE c=110 (default),MCTS-EFE c=5,2.93,2.9433333333333334,-0.013333333333333197,-0.011883727996842937,0.9911902657470456,3,False
Tiger,best against best,success,MCTS-EFE c=110 (default),POMCP c=50 uniform,0.9700000000000001,0.94,0.030000000000000138,1.963961012123942,0.12244842830578555,3,False
Tiger,best against best,reward,MCTS-EFE c=110 (default),POMCP c=50 uniform,2.93,0.7666666666666667,2.1633333333333336,1.3450235578212635,0.25572396353121557,3,False
Diagnosis-N4,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=1 uniform,0.9499999999999998,0.7266666666666666,0.22333333333333327,12.033555235793905,0.003210705739355828,3,True
Diagnosis-N4,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=1 uniform,-2.58,-10.133333333333333,7.553333333333333,6.707489428964764,0.011560810447139152,3,False
Diagnosis-N4,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=1 uniform,0.7233333333333333,0.7266666666666666,-0.0033333333333332993,-0.16903085094570144,0.8767264611634709,3,False
Diagnosis-N4,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=1 uniform,-10.486666666666666,-10.133333333333333,-0.3533333333333335,-0.31016169557508283,0.7795126549833706,3,False
Diagnosis-N4,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=2 uniform,0.9499999999999998,0.7133333333333333,0.23666666666666658,26.8354775836551,1.3687982749288021e-05,3,True
Diagnosis-N4,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=2 uniform,-2.58,-10.799999999999999,8.219999999999999,12.887347910788288,0.000327490520153745,3,True
Diagnosis-N4,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=2 uniform,0.7233333333333333,0.7133333333333333,0.010000000000000009,0.904534033733291,0.42039602014622746,3,False
Diagnosis-N4,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=2 uniform,-10.486666666666666,-10.799999999999999,0.3133333333333326,0.47426986451399156,0.6609325122011525,3,False
Diagnosis-N4,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=5 uniform,0.9499999999999998,0.7233333333333333,0.22666666666666657,21.503488089144952,8.50268941657798e-05,3,True
Diagnosis-N4,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=5 uniform,-2.58,-10.486666666666666,7.906666666666666,13.945704798850235,0.0001616892847624345,3,True
Diagnosis-N4,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=10 uniform,0.9499999999999998,0.6966666666666667,0.2533333333333332,28.725299948701224,1.049471218059202e-05,3,True
Diagnosis-N4,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=10 uniform,-2.58,-11.943333333333333,9.363333333333333,19.11370904630512,6.182611759734876e-05,3,True
Diagnosis-N4,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=10 uniform,0.7233333333333333,0.6966666666666667,0.026666666666666616,2.4120907566221024,0.07815498387083394,3,False
Diagnosis-N4,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=10 uniform,-10.486666666666666,-11.943333333333333,1.456666666666667,2.8053195632830827,0.05365106677858082,3,False
Diagnosis-N4,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=20 uniform,0.9499999999999998,0.6633333333333334,0.2866666666666664,42.99999999999992,1.5707490389336357e-05,3,True
Diagnosis-N4,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=20 uniform,-2.58,-13.280000000000001,10.700000000000001,25.058250236918273,0.0001601100980257155,3,True
Diagnosis-N4,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=20 uniform,0.7233333333333333,0.6633333333333334,0.05999999999999983,6.3639610306789045,0.01243636512439469,3,False
Diagnosis-N4,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=20 uniform,-10.486666666666666,-13.280000000000001,2.793333333333335,6.067050311833526,0.010975103988214333,3,False
Diagnosis-N4,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=50 uniform,0.9499999999999998,0.5766666666666667,0.3733333333333332,35.417509793885905,1.531609689041578e-05,3,True
Diagnosis-N4,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=50 uniform,-2.58,-17.496666666666666,14.916666666666666,23.19961151311944,3.9832190891920334e-05,3,True
Diagnosis-N4,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=50 uniform,0.7233333333333333,0.5766666666666667,0.1466666666666666,11.759494644146681,0.0002991881376037316,3,True
Diagnosis-N4,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=50 uniform,-10.486666666666666,-17.496666666666666,7.01,10.531468295133907,0.0005712516602189782,3,True
Diagnosis-N4,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=60 uniform,0.9499999999999998,0.5333333333333333,0.4166666666666665,7.905694150420946,0.01457582013088196,3,False
Diagnosis-N4,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=60 uniform,-2.58,-19.849999999999998,17.269999999999996,5.508377283107922,0.02940648557422648,3,False
Diagnosis-N4,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=60 uniform,0.7233333333333333,0.5333333333333333,0.18999999999999995,3.5764980892875036,0.06456361577410177,3,False
Diagnosis-N4,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=60 uniform,-10.486666666666666,-19.849999999999998,9.363333333333332,2.9820020187685685,0.09242452738983717,3,False
Diagnosis-N4,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=5 info-gain,0.9499999999999998,0.7333333333333334,0.21666666666666645,13.858046563114653,0.0016065046326459902,3,True
Diagnosis-N4,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=5 info-gain,-2.58,-10.166666666666666,7.586666666666666,8.144011904476805,0.005115638275077395,3,False
Diagnosis-N4,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=5 info-gain,0.7233333333333333,0.7333333333333334,-0.01000000000000012,-0.5883484054145586,0.594189138774474,3,False
Diagnosis-N4,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=5 info-gain,-10.486666666666666,-10.166666666666666,-0.3200000000000003,-0.3377874447070027,0.7583554872119628,3,False
Diagnosis-N4,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=60 info-gain,0.9499999999999998,0.6233333333333334,0.32666666666666644,14.449311703179896,0.0027417945268276814,3,True
Diagnosis-N4,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=60 info-gain,-2.58,-14.873333333333335,12.293333333333335,8.992474348829548,0.0072983205115314,3,False
Diagnosis-N4,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=60 info-gain,0.7233333333333333,0.6233333333333334,0.09999999999999987,4.242640687119276,0.030930941988953187,3,False
Diagnosis-N4,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=60 info-gain,-10.486666666666666,-14.873333333333335,4.3866666666666685,3.1836608149663004,0.06759273686332527,3,False
Diagnosis-N4,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),MCTS-EFE c=5,0.9499999999999998,0.9499999999999998,0.0,0.0,1.0,3,False
Diagnosis-N4,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),MCTS-EFE c=5,-2.58,-2.4166666666666665,-0.16333333333333355,-0.14473117535501984,0.8957428144303329,3,False
Diagnosis-N4,best against best,success,MCTS-EFE c=60 (default),POMCP c=5 info-gain,0.9499999999999998,0.7333333333333334,0.21666666666666645,13.858046563114653,0.0016065046326459902,3,True
Diagnosis-N4,best against best,reward,MCTS-EFE c=60 (default),POMCP c=5 info-gain,-2.58,-10.166666666666666,7.586666666666666,8.144011904476805,0.005115638275077395,3,True
Tileworld-6x6,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=1 uniform,0.96,0.20666666666666667,0.7533333333333333,20.8049863645021,0.0003521319688234963,3,True
Tileworld-6x6,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=1 uniform,-24.866666666666664,-45.00333333333333,20.136666666666667,11.090491529049693,0.007644247718424588,3,False
Tileworld-6x6,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=1 uniform,0.09333333333333334,0.20666666666666667,-0.11333333333333333,-3.383126446713962,0.06926045956863017,3,False
Tileworld-6x6,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=1 uniform,-47.74666666666667,-45.00333333333333,-2.7433333333333394,-1.4445022376444756,0.26531317966822504,3,False
Tileworld-6x6,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=2 uniform,0.96,0.22999999999999998,0.73,33.79243364169812,4.5744846347120396e-06,3,True
Tileworld-6x6,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=2 uniform,-24.866666666666664,-42.74333333333334,17.876666666666676,25.452818205269608,0.0009349949932433673,3,True
Tileworld-6x6,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=2 uniform,0.09333333333333334,0.22999999999999998,-0.13666666666666666,-8.200000000000001,0.005296275496058738,3,False
Tileworld-6x6,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=2 uniform,-47.74666666666667,-42.74333333333334,-5.00333333333333,-5.581970250653743,0.0054971375671212875,3,False
Tileworld-6x6,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=5 uniform,0.96,0.09333333333333334,0.8666666666666666,51.99999999999995,3.532065982762017e-05,3,True
Tileworld-6x6,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=5 uniform,-24.866666666666664,-47.74666666666667,22.880000000000006,38.33859194233395,0.0003018244779832308,3,True
Tileworld-6x6,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=10 uniform,0.96,0.09666666666666668,0.8633333333333333,40.9514956991805,2.1814709896884763e-06,3,True
Tileworld-6x6,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=10 uniform,-24.866666666666664,-46.43666666666667,21.570000000000004,25.029183469180467,0.0011497930724714426,3,True
Tileworld-6x6,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=10 uniform,0.09333333333333334,0.09666666666666668,-0.003333333333333341,-0.20851441405707527,0.8490337697949135,3,False
Tileworld-6x6,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=10 uniform,-47.74666666666667,-46.43666666666667,-1.3100000000000023,-1.2767144508178476,0.27932017290769995,3,False
Tileworld-6x6,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=20 uniform,0.96,0.07,0.8899999999999999,46.47873414017129,2.7665789807386706e-06,3,True
Tileworld-6x6,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=20 uniform,-24.866666666666664,-47.13999999999999,22.27333333333333,33.2384338891795,0.0004925488223670759,3,True
Tileworld-6x6,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=20 uniform,0.09333333333333334,0.07,0.02333333333333333,1.75,0.1726646744584699,3,False
Tileworld-6x6,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=20 uniform,-47.74666666666667,-47.13999999999999,-0.6066666666666762,-0.6962711325576352,0.5251375424432406,3,False
Tileworld-6x6,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=50 uniform,0.96,0.04,0.9199999999999999,50.390475290475244,4.5494701265614825e-06,3,True
Tileworld-6x6,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=50 uniform,-24.866666666666664,-47.74,22.87333333333334,37.247299815522695,0.00033764875859422706,3,True
Tileworld-6x6,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=50 uniform,0.09333333333333334,0.04,0.05333333333333334,4.437601569801833,0.015432939790191653,3,False
Tileworld-6x6,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=50 uniform,-47.74666666666667,-47.74,-0.006666666666667709,-0.008041797298069918,0.9939690739200151,3,False
Tileworld-6x6,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=60 uniform,0.96,0.02333333333333333,0.9366666666666666,56.19999999999997,2.8564689564321343e-05,3,True
Tileworld-6x6,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=60 uniform,-24.866666666666664,-48.69,23.823333333333334,56.90892709192695,4.381871105043635e-05,3,True
Tileworld-6x6,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=60 uniform,0.09333333333333334,0.02333333333333333,0.07,7.42462120245875,0.0017566108895313475,3,True
Tileworld-6x6,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=60 uniform,-47.74666666666667,-48.69,0.943333333333328,1.3540204895523635,0.2562828478018914,3,False
Tileworld-6x6,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=5 info-gain,0.96,0.15,0.8099999999999999,42.30087039723455,3.926427399488055e-06,3,True
Tileworld-6x6,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=5 info-gain,-24.866666666666664,-46.56,21.69333333333334,25.31318624515688,0.001118380377954224,3,True
Tileworld-6x6,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=5 info-gain,0.09333333333333334,0.15,-0.05666666666666666,-4.249999999999998,0.02095988475278462,3,False
Tileworld-6x6,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=5 info-gain,-47.74666666666667,-46.56,-1.1866666666666674,-1.1610698615579904,0.3179463601242434,3,False
Tileworld-6x6,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),POMCP c=60 info-gain,0.96,0.056666666666666664,0.9033333333333333,38.7142857142857,3.2690201220817847e-06,3,True
Tileworld-6x6,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),POMCP c=60 info-gain,-24.866666666666664,-47.77666666666667,22.910000000000007,25.808635397989036,0.0010983784157328376,3,True
Tileworld-6x6,vs POMCP c=5 uniform,success,POMCP c=5 uniform,POMCP c=60 info-gain,0.09333333333333334,0.056666666666666664,0.036666666666666674,1.944543648263006,0.16264653417425148,3,False
Tileworld-6x6,vs POMCP c=5 uniform,reward,POMCP c=5 uniform,POMCP c=60 info-gain,-47.74666666666667,-47.77666666666667,0.030000000000001137,0.028628323400604328,0.9787324158900162,3,False
Tileworld-6x6,vs MCTS-EFE default,success,MCTS-EFE c=60 (default),MCTS-EFE c=5,0.96,0.9500000000000001,0.009999999999999898,0.5222329678670883,0.6310275885592598,3,False
Tileworld-6x6,vs MCTS-EFE default,reward,MCTS-EFE c=60 (default),MCTS-EFE c=5,-24.866666666666664,-22.10666666666667,-2.7599999999999945,-2.795845759129409,0.10217109618205984,3,False
Tileworld-6x6,best against best,success,MCTS-EFE c=60 (default),POMCP c=2 uniform,0.96,0.22999999999999998,0.73,33.79243364169812,4.5744846347120396e-06,3,True
Tileworld-6x6,best against best,reward,MCTS-EFE c=60 (default),POMCP c=2 uniform,-24.866666666666664,-42.74333333333334,17.876666666666676,25.452818205269608,0.0009349949932433673,3,True
